GUID,",","Series/Group              ,","Slate Start ,","Slate End   ,","Writing Types,",Recorded/Digital,,,",",format of most of the information,",",Anything moving on screen during slate?,
cpb-aacip-200-074tmrfw,",","Across Indiana            ,","00:00:10;14 ,","00:00:23;18 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-5269pg71,",","Across Indiana            ,","00:00:10;14 ,","00:00:23;18 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-7312jvbg,",","Across Indiana            ,","00:00:10;14 ,","00:00:23;18 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-945qg5jf,",","Across Indiana            ,","00:00:10;14 ,","00:00:23;18 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-343r25h9,",","Up Close with Cathy Unruh ,","00:00:10;14 ,","00:00:15;13 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-200-36547jkm,",","Across Indiana            ,","00:00:10;15 ,","00:00:23;19 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-375tb736,",","Across Indiana            ,","00:00:10;17 ,","00:00:23;21 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-31qftz68,",","Across Indiana            ,","00:00:10;21 ,","00:00:23;25 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-902z3ftx,",","Across Indiana            ,","00:00:10;21 ,","00:00:23;25 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-300zpfvm,",","Sun Coast Business Forum  ,","00:00:10;24 ,","00:00:18;22,",typed,digital,,,",",key-value pairs,",",countdown; animation,
cpb-aacip-200-27zkh4b3,",","Across Indiana            ,","00:00:10;25 ,","00:00:23;25 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-58bg7hk6,",","Across Indiana            ,","00:00:10;25 ,","00:00:23;29 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-34fn338d,",","Across Indiana            ,","00:00:10;26 ,","00:00:24;00 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-58bg7hmx,",","Across Indiana            ,","00:00:10;26 ,","00:00:24;00 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-86nzsjgm,",","Across Indiana            ,","00:00:10;26 ,","00:00:24;00 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-90dv4br2,",","Across Indiana            ,","00:00:10;26 ,","00:00:24;00 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-386hdx1d,",","Across Indiana            ,","00:00:10;27 ,","00:00:24;01 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-235-5370swqf,",","Outlook                   ,","00:00:10;27 ,","00:00:18;28 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-1937pzw7,",","Across Indiana            ,","00:00:10;28 ,","00:00:24;02 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-43nvx5rv,",","Across Indiana            ,","00:00:10;28 ,","00:00:24;02 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-558czgn1,",","Across Indiana            ,","00:00:10;28 ,","00:00:24;02 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-67jq2kz3,",","Across Indiana            ,","00:00:10;28 ,","00:00:24;02 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-74cnpf7m,",","Across Indiana            ,","00:00:10;28 ,","00:00:24;02 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-881jx3pq,",","Across Indiana            ,","00:00:10;29 ,","00:00:24;03 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-84zgn2vs,",","Across Indiana            ,","00:00:11;00 ,","00:00:24;04 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-235-92g7bgvh,",","Outlook                   ,","00:00:11;00 ,","00:00:18;27 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-150gbd75,",","Wall Street Week          ,","00:00:11;00 ,","00:00:29;09 ,","typeed       ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-38jdfrpb,",","The Rochester I Know      ,","00:00:11;02 ,","00:00:24;27 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-225b008g,",","Across Indiana            ,","00:00:11;09 ,","00:00:24;06 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-235-49t1h18x,",","Outlook                   ,","00:00:11;13 ,","00:00:19;14 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-96wwq9p6,",","Across Indiana            ,","00:00:11;24 ,","00:00:24;28 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-200-64thtfsf,",","Across Indiana            ,","00:00:11;26 ,","00:00:25;00 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-28ncjx9j,",","Up Close with Cathy Unruh ,","00:00:12;17 ,","00:00:17;21 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-200-92g79pn5,",","Across Indiana            ,","00:00:12;25 ,","00:00:25;29 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-293-03qv9sz0,",","Evening Exchange          ,","00:00:13;10 ,","00:00:32;11 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-293-38w9gntx,",","Evening Exchange          ,","00:00:14;05 ,","00:00:56;13 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-131-32d7wq45,",","New York Now              ,","00:00:14;25 ,","00:00:24;24 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-131-439zw7nq,",","New York Now              ,","00:00:14;28 ,","00:00:24;28 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-322-65h9w7mn,",","Up Close with Cathy Unruh ,","00:00:15;03 ,","00:00:25;02 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-322-61rfjd9d,",","Up Close with Cathy Unruh ,","00:00:15;04 ,","00:00:25;03 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-322-83xsjcn7,",","Up Close with Cathy Unruh ,","00:00:15;04 ,","00:00:25;03 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-131-7312jtmw,",","New York Now              ,","00:00:15;05 ,","00:00:25;04 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-131-88qbzv7f,",","New York Now              ,","00:00:15;08 ,","00:00:25;07 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-322-3976hjz0,",","Up Close with Cathy Unruh ,","00:00:15;09 ,","00:00:25;08 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-322-76f1vrn0,",","Up Close with Cathy Unruh ,","00:00:15;10 ,","00:00:25;09 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-394-94hmh6pk,",","Wall Street Week          ,","00:00:15;10 ,","00:00:27;23 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-91fj707s,",","The Rochester I Know      ,","00:00:15;13 ,","00:00:31;12 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-11xd26h5,",","Up Close with Cathy Unruh ,","00:00:15;15 ,","00:00:25;14 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-322-78gf23pp,",","Up Close with Cathy Unruh ,","00:00:15;17 ,","00:00:25;16 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-131-29b5mpdz,",","New York Now              ,","00:00:15;18 ,","00:00:25;17 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-189-4298sk19,",","The Rochester I Know      ,","00:00:15;22 ,","00:00:19;02 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-131-375tb64j,",","New York Now              ,","00:00:16;02 ,","00:00:26;01 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-394-25k99270,",","Wall Street Week          ,","00:00:16;08 ,","00:00:33;09 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-59c5b54c,",","The Rochester I Know      ,","00:00:16;18 ,","00:00:35;00 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-601zd3mb,",","Wall Street Week          ,","00:00:17;10 ,","00:00:33;04 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-4298sk0k,",","The Rochester I Know      ,","00:00:17;21 ,","00:00:29;20 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-55z617r8,",","The Rochester I Know      ,","00:00:18;07 ,","00:00:37;24 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-55l90bhr,",","Up Close with Cathy Unruh ,","00:00:19;17 ,","00:00:29;16 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-394-35t76v43,",","Wall Street Week          ,","00:00:20;02 ,","00:00:32;22 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-57np5x9q,",","Wall Street Week          ,","00:00:20;03 ,","00:00:32;10 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-30prrfj6,",","Wall Street Week          ,","00:00:20;08 ,","00:00:30;29 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-28nck2pq,",","Wall Street Week          ,","00:00:20;16 ,","00:00:32;29 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-34sj440v,",","Wall Street Week          ,","00:00:20;18 ,","00:00:32;26 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-63fxpvmw,",","Speaking of Rochester     ,","00:00:20;19 ,","00:00:28;19 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-16pzgvnd,",","Wall Street Week          ,","00:00:20;20 ,","00:00:32;19 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-63fxq1nn,",","Wall Street Week          ,","00:00:20;20 ,","00:00:32;28 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-8605qwd7,",","Wall Street Week          ,","00:00:20;20 ,","00:00:32;21 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-44pk10gn,",","Wall Street Week          ,","00:00:20;22 ,","00:00:33;01 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-37hqc8bh,",","Wall Street Week          ,","00:00:20;26 ,","00:00:33;03 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-881jx8bt,",","Wall Street Week          ,","00:00:20;29 ,","00:00:33;01 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-394-59189f7b,",","Wall Street Week          ,","00:00:21;07 ,","00:00:33;07 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-235-69z09p02,",","Outlook                   ,","00:00:21;12 ,","00:00:30;20 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-189-741rnh6k,",","Speaking of Rochester     ,","00:00:21;22 ,","00:00:29;21 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-63fxpvk5,",","Speaking of Rochester     ,","00:00:23;04 ,","00:00:30;12 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-042rbpjb,",","The Rochester I Know      ,","00:00:23;11 ,","00:00:32;09 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-84zgn223,",","Speaking of Rochester     ,","00:00:24;16 ,","00:00:32;15 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-38jdfrnm,",","Speaking of Rochester     ,","00:00:24;17 ,","00:00:32;16 ,","typed        ,",digital,,,",",free text,",",countdown,
cpb-aacip-131-92g79nwv,",","New York Now              ,","00:00:24;21 ,","00:00:32;20 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-189-784j16mh,",","Speaking of Rochester     ,","00:00:24;25 ,","00:00:32;09 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-784j16n7,",","Speaking of Rochester     ,","00:00:24;26 ,","00:00:32;25 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-92t4bjgj,",","Sun Coast Business Forum  ,","00:00:24;28 ,","00:00:32;27 ,","typed        ,",digital,,,",",key-value pairs,",",countdown; animation,
cpb-aacip-131-5269pf21,",","New York Now              ,","00:00:25;00 ,","00:00:32;29 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-189-01pg4fmz,",","Speaking of Rochester     ,","00:00:25;00 ,","00:00:32;28 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-29b5mpzb,",","Up Close with Cathy Unruh ,","00:00:25;00 ,","00:00:32;28 ,","typed        ,",digital,,,",",key-value pairs,",",countdown; animation,
cpb-aacip-394-20sqvk0z,",","Wall Street Week          ,","00:00:25;01 ,","00:00:42;10 ,","typed        ,",digital,,,",",free text,",",countdown,
cpb-aacip-189-29b5mpdm,",","Speaking of Rochester     ,","00:00:25;02 ,","00:00:33;01 ,","typed        ,",digital,,,",",free text,",",countdown,
cpb-aacip-322-7634tvj7,",","Sun Coast Business Forum  ,","00:00:25;02 ,","00:00:33;01 ,","typed        ,",digital,,,",",key-value pairs,",",countdown; animation,
cpb-aacip-322-43nvx4bk,",","Sun Coast Business Forum  ,","00:00:25;05 ,","00:00:33;03 ,","typed        ,",digital,,,",",key-value pairs,",",countdown; animation,
cpb-aacip-131-311ns4ns,",","New York Now              ,","00:00:25;06 ,","00:00:33;05 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-131-91sf7w4w,",","New York Now              ,","00:00:25;10 ,","00:00:33;09 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-189-31qftxfm,",","Speaking of Rochester     ,","00:00:25;11 ,","00:00:26;30 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-08v9s5rg,",","Speaking of Rochester     ,","00:00:25;14 ,","00:00:33;11 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-20sqvcwq,",","Speaking of Rochester     ,","00:00:25;14 ,","00:00:33;03 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-131-41mgqsfm,",","New York Now              ,","00:00:25;15 ,","00:00:33;15 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-131-46d258bd,",","New York Now              ,","00:00:25;15 ,","00:00:33;14 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-189-92t4bjtn,",","Speaking of Rochester     ,","00:00:25;16 ,","00:00:33;10 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-2908kskn,",","Speaking of Rochester     ,","00:00:25;23 ,","00:00:33;04 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-39x0kb26,",","The Rochester I Know      ,","00:00:26;10 ,","00:00:36;19 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-131-311ns4m2,",","New York Now              ,","00:00:26;14 ,","00:00:34;14 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-131-86nzsh6f,",","New York Now              ,","00:00:26;18 ,","00:00:34;18 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-29-15bcc4sg,",","Prime Time Wisconsin      ,","00:00:27;23 ,","00:00:37;00 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-189-60qrfqqn,",","Speaking of Rochester     ,","00:00:27;28 ,","00:00:35;06 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-13zs7jf8,",","Speaking of Rochester     ,","00:00:29;16 ,","00:00:37;07 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-322-72b8h1rh,",","Sun Coast Business Forum  ,","00:00:30;13 ,","00:00:33;14 ,","typed        ,",digital,,,",",key-value pairs,",",countdown; animation,
cpb-aacip-293-741rnhtq,",","Evening Exchange          ,","00:00:32;16 ,","00:00:45;20 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-293-10jsxngk,",","Evening Exchange          ,","00:00:34;08 ,","00:00:44;07 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-293-472v72kc,",","Evening Exchange          ,","00:00:34;27 ,","00:00:54;26 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-293-848pk8hf,",","Evening Exchange          ,","00:00:34;29 ,","00:00:44;28 ,","typed        ,",digital,,,",",free text,",",no,
cpb-aacip-394-0322868j,",","Wall Street Week          ,","00:00:37;00 ,","00:00:51;02 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-41-10wpzpt5,",","Art's the Thing           ,","00:00:40;14 ,","00:01:07;03 ,","typed        ,",digital?,,,",",key-value pairs,",",countdown,
cpb-aacip-41-13zs7qh0,",","Art's the Thing           ,","00:00:40;27 ,","00:01:17;18 ,","typed        ,",digital?,,,",",key-value pairs,",",countdown,
cpb-aacip-41-074tmwc8,",","Art's the Thing           ,","00:00:41;03 ,","00:01:05;15 ,","typed        ,",digital?,,,",",key-value pairs,",",countdown,
cpb-aacip-189-36tx995s,",","Speaking of Rochester     ,","00:00:42;11 ,","00:00:49;09 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-131-85n8ptfs,",","New York Now              ,","00:00:44;26 ,","00:00:52;25 ,","typed        ,",digital,,,",",key-value pairs,",",no,
cpb-aacip-81-37vmd08g,",","Woman                     ,","00:00:05;02 ,","00:00:21;01 ,","handwriting  ,",recorded,,,",",boxes to fill in,",",no,
cpb-aacip-189-72p5hxzn,",","Speaking of Rochester     ,","00:01:20;09 ,","00:01:27;29 ,","typed        ,",digital,,,",",key-value pairs,",",countdown,
cpb-aacip-189-881jx2qq,",","Speaking of Rochester     ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-200-150gb84b,",","Across Indiana            ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-235-37vmdv3d,",","Outlook                   ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-235-3976jbt0,",","Outlook                   ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-235-924b9nm7,",","Outlook                   ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-29-06sxkv86,",","Prime Time Wisconsin      ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-322-719kdcsm,",","Up Close with Cathy Unruh ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-394-612ngsdn,",","Wall Street Week          ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-41-881jx339,",","Carolina Journal          ,","no slate    ,","no slate    ,",",",,,,",",,",",,
cpb-aacip-129-000003cx,",","North Carolina Now        ,","00:00:05 ,","00:00:13 ,","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-000003dn,",","North Carolina Now        ,","00:00:04 ,","00:00:11 ,","typed        ,",digital,,,",",boxes to fill in,",",no,sammy started annotating here.
cpb-aacip-129-009w0zrj,",","North Carolina Now        ,","00:00:05 ,","00:00:18 ,","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-009w108r,",","North Carolina Now        ,","00:00:05 ,","00:00:09 ,","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-009w109g,",","North Carolina Now        ,","00:00:05 ,","00:00:11 ,","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-00ns1w7z,",","North Carolina Now        ,","00:00:05 ,","00:00:25 ,","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-00ns1w8p,",","North Carolina Now        ,","00:00:05 ,","00:00:10 ,","typed        ,",digital,,,",",boxes to fill in,",",no,
